YearStart,LocationDesc,Age,Gender,RaceEthnicity,Data_Value,Sample_Size
2014,5,5,1,1,16.8,330
2014,28,4,2,0,4.5,1640
2015,15,3,2,2,3,828
2014,28,2,0,0,0.9,4785
2015,3,5,0,4,35.9,58
2015,9,3,0,2,6,995
2014,20,3,2,5,3.1,2438
2015,2,4,2,4,13,93
2014,13,2,1,0,0.6,2038
2015,7,5,1,0,12.7,365
2015,33,2,1,5,0.8,15436
2014,39,4,0,3,14.9,284
2014,24,0,1,2,2.9,812
2014,22,5,0,5,17.7,1852
2015,24,3,2,5,1.3,9038
2015,3,5,1,0,17.5,599
2014,6,3,1,5,2.1,7161
2014,29,4,1,5,5.5,1670
2015,28,1,2,2,0.001,69
2015,10,5,2,2,18.2,237
2014,19,4,1,6,0.001,31
2014,10,2,0,2,1.2,7744
2015,22,0,2,3,2.5,3082
2014,5,3,1,0,2.4,61209
2014,14,1,2,5,0.4,7984
2015,44,3,1,1,1.2,1710
2014,35,4,0,5,3.8,1213
2015,25,3,1,0,4.1,4731
2015,19,5,0,2,17.8,232
2014,1,5,1,0,14.8,351
2014,37,3,2,5,3.9,4513
2014,31,4,0,5,3.8,9938
2015,4,1,2,4,0.001,34
2015,23,3,2,0,2.6,17880
2014,39,4,1,0,4.4,9840
2014,5,0,0,6,1.8,12475
2014,7,5,2,5,14.7,682
2015,33,1,2,2,0.6,2353
2015,10,4,1,2,10.1,1308
2015,32,0,2,4,3.2,1795
2014,28,5,1,5,18,179
2015,40,5,2,0,20.5,277
2014,24,5,0,5,16,1331
2014,41,4,0,0,6.4,8549
2015,36,0,0,6,3,2625
2014,3,2,2,0,1.1,8369
2014,0,5,1,6,21.2,162
2014,46,5,1,5,21.6,56
2014,14,2,0,3,1,5433
2015,37,3,1,4,8.3,498
2014,39,0,1,0,2.2,62562
2014,47,0,1,5,2,27590
2015,15,0,1,2,3.4,2299
2015,18,4,0,0,7.4,7495
2014,28,3,2,5,1.2,2862
2015,24,2,2,0,0.7,6358
2015,10,1,1,5,0.5,8835
2014,34,0,0,3,1.5,6441
2014,16,5,0,0,11.7,1104
2014,8,0,2,2,3.1,797
2015,16,2,0,5,1.1,6942
2014,9,0,1,6,0.001,64
2014,6,4,0,0,4.7,7349
2015,43,0,1,0,3.2,31702
2015,39,3,2,6,10.8,184
2015,7,0,1,5,1.4,12820
2015,21,3,2,0,2.2,11034
2015,15,5,0,0,18.8,1626
2014,5,1,0,3,0.8,39910
2015,10,3,1,5,2.8,20682
2015,12,2,1,2,0.001,75
2014,0,1,2,1,0.5,15361
2014,36,2,1,0,1.1,14832
2014,48,0,0,2,3.5,1825
2014,21,3,2,0,2.4,11074
2015,22,3,2,3,3.7,815
2015,18,3,0,5,4.3,13998
2014,20,4,2,0,2.7,1348
2015,44,0,0,4,3.9,784
2014,44,1,0,5,0.7,23201
2014,42,2,0,2,0.001,34
2014,19,3,0,5,3.5,9828
2015,14,0,2,1,1.4,2899
2014,48,3,0,1,2.2,1710
2015,37,4,0,6,12.7,247
2014,16,3,1,0,2.2,5328
2015,9,0,0,0,2.6,6610
2014,23,5,0,0,15.3,2449
2014,22,0,0,0,2.1,68544
2015,5,3,2,2,4,3400
2014,23,0,2,2,3.7,5097
2014,21,0,2,1,1.5,1914
2015,33,4,2,5,3.8,12317
2014,26,4,2,5,5.4,5012
2015,23,5,0,0,15.4,2352
2014,11,2,2,1,0.001,619
2015,6,3,2,0,2.3,9307
2014,49,0,2,0,5,9424
2015,5,2,1,1,0.6,8120
2015,12,0,0,1,1.9,4993
2014,32,5,2,5,19.2,140
2015,19,3,2,2,3.9,2273
2014,10,1,1,5,0.5,8773
2015,26,2,1,0,1,7912
2015,6,0,0,5,1.9,40020
2015,33,1,0,3,1.2,7085
2015,35,3,0,0,1.2,2600
2014,46,3,2,0,2.1,1223
2015,40,1,1,6,0.001,70
2015,34,3,1,0,3.1,16242
2014,16,3,0,5,2,10117
2014,50,0,2,0,2.1,29360
2015,6,4,1,3,9.7,356
2014,50,2,2,5,0.9,5661
2014,19,1,2,1,0.001,80
2015,27,1,0,3,0.001,97
2014,0,1,0,4,1.1,8780
2015,41,1,2,2,1.2,1094
2015,14,4,1,2,8.4,758
2014,37,1,2,0,1.1,4300
2015,11,1,0,2,0.9,5942
2015,26,0,2,5,2.9,26701
2015,13,2,0,4,0.001,64
2015,0,2,0,1,0.6,52242
2014,33,1,0,0,0.7,39325
2014,22,5,1,5,17.8,603
2015,5,5,0,1,13.5,1069
2014,8,3,0,0,2,3170
2015,24,5,0,5,16,1406
2014,1,3,1,2,5,1772
2015,30,4,2,5,3.8,1238
2014,33,1,1,0,0.7,20068
2015,25,2,1,5,2.1,2084
2015,28,3,0,0,2.6,6215
2014,37,3,0,2,6.1,651
2015,36,0,1,6,2.8,1339
2015,31,0,1,1,0.6,3946
2015,11,2,2,5,1.5,7235
2014,21,4,1,2,6.8,742
2014,41,4,1,2,6.8,696
2015,20,1,0,2,0.001,45
2015,21,4,0,5,3.7,6380
2014,47,2,1,5,0.9,7178
2015,31,3,0,3,2.8,3946
2015,30,5,2,5,16.7,209
2014,47,3,2,2,2.5,2615
2014,15,4,0,5,5,9269
2014,1,1,1,0,0.7,4873
2015,5,3,0,1,1.2,19642
2014,45,4,0,0,4.9,3129
2015,10,0,2,1,1,2711
2015,35,4,0,0,6.2,1214
2015,36,2,0,0,1.2,30061
2015,39,0,0,5,2.3,108492
2014,14,0,1,2,3.1,6661
2014,33,0,1,6,1.7,2027
2015,5,0,1,4,6.5,935
2015,10,2,2,2,1.3,3766
2015,20,3,2,5,1.8,2416
2014,28,1,0,5,0.6,3393
2014,48,2,1,1,1.4,745
2014,47,5,1,0,16.5,596
2015,39,0,1,2,3.6,4326
2014,26,0,0,5,2.8,51805
2014,30,2,1,2,0.001,42
2015,15,0,2,5,2.7,28450
2014,5,4,1,1,4.1,2999
2014,12,3,0,6,1.7,1248
2014,42,0,1,1,0.001,38
2015,19,3,1,5,2.8,4785
2014,31,0,1,3,2,6409
2014,34,3,2,3,3.2,706
2014,23,0,0,6,2.5,2076
2014,29,2,1,3,2.3,1091
2015,43,0,1,6,2.1,583
2014,23,2,1,0,1.1,12151
2014,28,5,2,0,16.7,367
2014,17,3,0,5,2.1,8303
2014,22,0,1,2,2.4,1832
2015,15,4,0,2,10.1,601
2014,40,3,2,0,2.8,1967
2014,11,1,2,2,1.4,3133
2015,6,2,2,5,0.8,5096
2015,16,0,1,5,1.8,14273
2015,32,0,0,3,3.1,7726
2014,47,4,2,5,5.1,5228
2015,37,5,1,0,12.7,259
2015,32,3,2,3,3.4,1277
2014,29,3,2,5,3.2,2805
2014,0,0,0,4,4.2,30569
2015,34,3,0,0,3.3,34003
2014,26,0,0,0,2.8,61394
2014,15,0,1,3,2.8,1595
2015,11,5,0,5,21.1,1316
2014,26,5,2,0,18.8,1056
2014,32,5,1,0,22.6,131
2014,19,2,1,2,1.7,1731
2015,10,2,1,0,1.3,23129
2015,25,5,0,0,17.4,657
2014,50,5,2,0,17.6,1008
2015,37,0,0,4,5.7,3425
2014,34,1,2,0,0.6,9743
2015,7,0,2,5,2.1,13701
2014,32,0,2,3,3.5,3923
2015,39,3,1,3,7.6,703
2014,4,0,0,5,3.5,22823
2014,50,0,0,3,2.5,2193
2015,34,5,0,0,16.4,2144
2015,19,4,0,5,6.1,5143
2015,44,2,1,3,1.5,14079
2014,5,0,2,2,3.3,9318
2014,29,0,0,0,3.3,26812
2015,30,2,0,1,0.001,126
2014,14,2,2,0,0.9,16875
2015,24,2,1,0,0.7,6679
2015,22,5,2,5,16,1239
2015,0,2,0,2,1.6,92303
2015,44,5,1,0,18.2,1663
2015,21,5,0,0,14.3,1303
2014,44,0,0,5,2.7,128459
2014,16,2,0,0,0.8,7741
2015,31,1,1,0,0.5,9246
2014,29,3,0,3,3.7,1627
2014,34,5,2,5,18.6,1147
2014,50,4,2,5,3.2,4772
2015,28,0,0,3,2.2,1239
2015,10,4,2,2,8.9,1806
2014,34,0,1,0,2.5,47238
2015,6,5,1,5,10.1,362
2015,35,5,2,5,16.5,159
2015,32,3,2,0,3.2,3392
2015,37,3,0,6,7.3,727
2014,37,3,1,4,8.3,518
2015,13,4,1,5,5.3,1185
2015,29,3,0,3,4.5,1760
2014,30,5,0,0,11.9,335
2014,29,3,2,2,7.2,291
2015,22,1,2,0,0.8,6232
2015,19,4,1,5,6,2351
2014,20,1,0,2,0.001,61
2014,31,3,1,2,4.2,1537
2014,14,0,0,0,2.2,126650
2014,0,4,0,0,5.6,491432
2014,47,1,0,1,1.5,1128
2014,29,4,0,3,9,347
2014,1,1,2,5,0.8,3007
2014,4,5,1,5,26.6,227
2015,5,3,1,1,1.3,8819
2014,0,4,2,1,5.2,9443
2015,41,0,0,2,3.9,11112
2015,33,5,2,0,15.4,3503
2015,38,0,0,1,2.1,1458
2015,21,0,2,5,2.3,18067
2014,2,0,2,4,2.3,1101
2014,1,0,0,6,2,730
2014,42,2,0,5,1.3,1682
2015,31,2,2,3,1.2,2166
2014,24,3,0,5,1.5,17944
2014,10,5,2,0,16.9,3671
2014,33,0,0,3,2.7,26462
2014,7,3,2,2,4.2,530
2015,2,3,0,3,0.001,52
2015,10,4,0,6,6.1,294
2015,33,5,1,5,13.8,1401
2015,11,3,2,5,3.2,11000
2014,14,4,1,5,4.3,7042
2015,19,0,0,0,3,43892
2015,34,4,2,5,5.4,7445
2015,37,0,1,2,3.4,1146
2015,3,0,0,0,2.5,67014
2014,33,3,0,2,3.2,8063
2015,44,1,0,0,0.8,61123
2014,10,0,0,4,5.5,436
2014,4,1,0,5,1.1,4200
2014,20,5,2,0,21.7,208
2014,45,0,2,0,2,14317
2014,23,2,2,2,2.4,1387
2014,29,5,1,0,20.8,166
2014,14,2,0,5,0.9,21964
2015,21,0,0,6,1.1,1671
2015,0,2,1,1,0.5,25151
2014,4,0,1,2,2.7,1959
2014,44,3,2,5,2.9,23983
2014,50,3,0,2,3.7,663
2015,5,4,0,6,8.2,849
2014,41,5,0,5,19.3,850
2015,10,0,0,5,2.8,119901
2015,17,3,2,0,2.1,4814
2014,39,3,2,5,1.9,20443
2014,1,4,0,5,6.7,6821
2015,34,0,0,1,1.5,2405
2014,5,1,1,3,0.9,20468
2014,29,0,2,3,3.7,3117
2014,35,0,2,0,2.2,3738
2015,2,1,1,6,0.001,103
2014,4,4,2,2,13.5,311
2015,16,0,2,3,1.8,560
2014,39,2,1,3,2.9,1020
2014,25,3,0,1,0.001,81
2015,32,3,0,0,3.4,6427
2015,23,3,1,2,5.3,1528
2014,36,0,0,1,1.4,1933
2015,29,5,1,5,16.2,135
2015,31,2,0,0,0.9,22266
2014,9,3,1,2,9.8,483
2015,40,3,0,3,4,308
2015,29,4,2,1,6.2,219
2015,15,4,1,5,5.4,4283
2015,12,0,1,6,1.2,2233
2015,21,2,0,3,0.9,1546
2015,22,4,0,0,4.4,10682
2014,5,3,2,1,1.2,10782
2015,10,5,1,0,12.3,2347
2015,9,3,1,2,6.4,476
2015,0,1,0,6,0.7,32517
2015,1,0,0,3,1.9,1245
2014,44,3,0,6,4.2,1002
2014,7,1,0,3,1.4,1289
2015,16,4,0,0,3.6,5467
2014,0,5,1,0,14.7,25359
2015,14,3,0,1,1,1764
2015,41,4,1,2,10.7,705
2014,14,0,2,3,1.7,7590
2015,44,5,0,0,19.9,4818
2015,33,5,0,3,26.1,275
2014,48,2,0,0,1.1,18617
2014,10,3,1,3,3.1,5868
2014,44,4,0,3,11.2,6717
2014,46,0,1,2,0.001,33
2014,32,2,2,0,2,2383
2014,11,3,2,0,3.4,17300
2014,44,5,1,2,23.7,102
2015,43,0,2,3,1.9,1182
2014,22,1,2,0,0.5,6508
2015,22,0,2,5,2.2,27509
2014,5,3,0,4,6.4,737
2014,8,4,0,0,3.4,1657
2014,22,2,1,5,0.8,6533
2015,32,2,0,0,1.7,4814
2014,44,4,2,2,11.5,1796
2014,10,4,2,5,3.7,16044
2015,44,3,0,3,3.6,24346
2014,22,4,1,2,13.5,159
2015,36,0,2,2,3.3,6063
2014,23,3,1,5,2.1,14725
2014,42,0,2,0,2.8,4329
2015,18,1,1,5,0.8,3985
2015,5,1,1,6,0.6,2485
2015,39,0,2,1,1.7,1659
2015,1,1,0,2,0.9,2383
2014,44,4,2,0,7.5,19240
2014,18,0,2,0,3.7,22989
2014,10,3,1,0,2.9,31835
2015,31,1,0,3,1,3674
2014,34,3,0,2,4.8,6699
2014,0,2,1,6,1.4,11323
2014,48,3,0,5,2.4,19305
2014,42,5,1,0,20.7,94
2015,19,5,0,5,19.1,762
2015,36,1,1,0,0.8,12546
2014,51,3,2,5,3.6,864
2015,41,5,0,5,19.5,887
2014,43,4,2,2,8.8,649
2014,49,4,0,5,8.9,3329
2015,16,1,2,0,1,3317
2015,20,2,0,5,0.8,2637
2014,21,0,0,5,2.2,34579
2014,47,0,2,3,1.7,2604
2015,3,0,2,1,1.1,1054
2015,33,4,2,2,7.1,1934
2014,33,4,0,1,5.5,1594
2014,22,3,1,5,1.8,9455
2014,21,2,0,0,1,15687
2014,6,2,0,3,1.7,2843
2015,18,0,1,2,3.9,1472
2015,5,5,0,5,15.3,5351
2015,8,3,0,1,0.001,104
2015,37,1,1,5,1.4,2311
2014,37,5,2,5,21.4,413
2015,23,2,0,3,1.1,1221
2015,9,5,0,2,13.2,99
2014,9,3,0,0,4.5,1938
2014,30,4,0,0,3.7,2247
2014,18,0,0,0,3.5,44868
2015,37,1,1,1,0.001,56
2014,18,2,1,0,1.5,5843
2015,16,1,1,5,1,2953
2014,50,5,2,5,17,974
2015,2,3,1,1,0.001,50
2015,41,3,2,2,5.2,2125
2015,38,4,2,5,4.3,3355
2014,11,2,1,5,1.4,7326
2014,15,3,2,0,3,11642
2015,13,0,0,0,2.4,15725
2014,10,1,0,3,0.8,9300
2015,26,1,0,0,0.8,12848
2015,14,0,1,1,1.4,2645
2015,29,1,2,0,2.4,2822
2015,29,5,1,0,15.3,171
2015,29,0,2,5,4.2,7424
2014,16,1,0,5,0.5,5839
2015,21,4,1,0,3.8,4114
2014,11,1,1,0,0.7,11453
2015,27,1,2,4,0.001,109
2014,5,0,0,1,1.5,54185
2014,0,1,2,3,0.8,67352
2015,41,2,1,5,1.1,4015
2015,33,0,0,3,2.6,26859
2014,22,3,2,3,5.6,834
2014,25,1,0,0,0.8,6419
2014,48,1,0,5,0.6,9327
2014,48,4,0,0,5.1,10766
2015,5,4,1,5,4.4,15152
2014,29,2,2,5,2.4,1674
2014,0,3,2,2,4.2,59283
2015,43,0,0,2,3.2,8776
2015,38,1,0,0,0.8,7754
2014,3,3,1,4,5.2,657
2014,0,0,1,3,2.1,219711
2015,38,4,0,5,5,6339
2015,24,1,1,1,0.001,211
2015,32,0,2,0,3.5,9840
2015,44,0,1,1,0.8,5235
2014,5,1,0,1,0.4,10072
2014,36,0,1,2,2.8,5675
2015,37,4,2,0,6.2,3080
2014,38,4,0,0,5.2,6666
2014,10,2,1,0,0.9,22864
2014,14,1,0,2,1,3216
2015,42,0,0,1,0.001,73
2015,28,4,0,5,4.9,2991
2014,3,3,0,2,3.5,727
2014,36,2,2,3,3.1,539
2015,8,0,1,0,1.8,4289
2014,48,3,1,1,1.6,721
2014,40,1,1,6,0.001,51
2015,23,1,1,5,0.7,7487
2014,47,4,1,5,3.6,4371
2014,21,3,0,5,2.2,12802
2014,33,0,0,6,2.1,4220
2014,8,0,2,5,1.5,3289
2014,42,2,2,6,0.001,30
2015,1,2,2,0,1.5,5892
2014,47,2,1,2,1.9,2063
2015,8,3,2,0,2.1,1618
2015,28,0,1,0,2.3,9464
2014,37,0,1,0,3.5,18480
2014,46,0,0,0,2.6,6370
2014,10,5,0,3,18.9,676
2014,44,5,1,5,16.2,1196
2014,7,4,1,5,2.4,2323
2014,35,0,0,5,2,6829
2015,1,0,2,0,3.3,24647
2014,31,2,0,3,1.1,4403
2015,20,0,2,5,2,6219
2015,18,0,0,0,3.3,44749
2015,5,2,0,6,1,3980
2014,43,3,2,5,3.9,9500
2014,0,2,1,0,1.1,416697
2014,1,3,2,2,4.1,2232
2015,41,0,0,0,3.1,48023
2015,11,1,0,5,0.7,11304
2015,26,0,2,2,2.8,2858
2014,12,0,0,0,1.8,14322
2015,6,3,0,3,3.2,2318
2014,48,0,2,3,2,3292
2014,1,2,2,6,0.001,94
2014,43,1,2,0,0.8,6625
2015,10,0,2,6,1.5,1976
2014,36,3,0,0,2.8,41374
2014,21,4,1,5,3.1,2717
2014,36,4,0,6,11.1,126
2015,43,2,2,0,1.6,8423
2015,20,2,2,6,0.001,36
2015,39,0,2,6,2.8,1020
2014,24,4,0,0,3.6,8759
2015,19,1,1,1,0.001,62
2014,15,4,2,0,5.4,5568
2015,4,4,1,2,7.6,235
2015,11,2,1,3,1.9,1333
2015,13,1,1,6,0.001,73
2014,38,3,1,0,3.3,6640
2014,46,0,2,6,0.001,52
2014,41,3,0,5,3,11545
2015,38,3,1,3,3.6,455
2015,40,4,0,2,0.001,45
2015,21,3,1,2,2.8,2320
2015,26,0,0,6,1.9,1178
2015,37,3,2,4,10.3,526
2015,25,0,0,5,3.4,17388
2015,5,3,0,6,3.1,2938
2014,1,2,0,4,0.001,60
2015,13,1,0,0,0.5,3840
2014,36,2,0,2,1.3,3167
2015,17,0,0,2,2.4,1113
2015,10,1,2,3,0.6,4623
2015,30,0,2,5,2.3,6332
2014,4,2,1,6,0.001,71
2015,30,0,2,0,2.3,6838
2014,39,4,2,0,4.9,11699
2015,31,4,0,1,2.5,735
2015,19,3,1,2,4.7,1880
2015,34,1,1,2,0.8,2042
2015,40,0,1,5,1.9,3978
2014,21,0,2,6,2.9,808
2014,33,0,2,6,2.5,2193
2014,16,0,2,0,1.8,16121
2015,7,2,0,0,0.7,8889
2015,6,4,2,5,4.3,3479
2014,46,4,1,0,6.1,535
2015,39,0,0,2,3.8,8769
2014,41,2,1,2,1.5,1531
2014,37,2,2,0,2.3,4893
2014,5,4,1,6,9.7,380
2014,30,3,0,5,1.6,4949
2015,30,3,0,2,0.001,40
2015,22,1,1,5,0.5,4436
2014,1,3,0,2,4.5,4004
2014,0,3,2,3,3.2,62199
2014,26,0,0,2,3.3,5435
2015,11,4,2,0,7.6,8248
2014,45,2,0,5,0.9,6886
2014,32,2,0,4,2.1,1034
2015,14,5,2,5,18.3,1793
2015,24,0,2,2,2.4,671
2015,21,4,0,2,6.9,2062
2014,37,1,1,0,1.3,4391
2015,22,2,1,0,0.9,9649
2014,48,4,1,5,3.9,4452
2014,51,4,1,0,4.3,433
2015,35,1,2,4,0.001,59
2014,37,0,1,6,3.4,1405
2014,36,1,1,2,1.1,1477
2015,37,2,0,5,1.6,6306
2014,1,2,2,5,1.6,3919
2015,25,3,0,0,4.3,9923
2014,22,1,1,1,0.001,414
2014,36,5,1,5,14.3,919
2014,13,1,0,1,0.001,35
2015,44,4,0,1,3.9,1003
2015,36,2,1,0,1.2,15122
2014,3,1,2,3,0.5,2807
2014,6,0,2,5,1.9,19738
2014,0,0,1,5,2.3,1030712
2014,27,0,2,0,2.4,4928
2014,25,3,2,0,4.3,5180
2015,17,2,2,4,0.001,37
2015,29,4,1,5,6.2,1709
2014,5,5,2,2,22.3,210
2014,39,3,1,3,4.7,641
2014,40,4,0,5,5.1,1551
2015,9,4,2,2,7.2,279
2015,25,2,2,0,1.2,3836
2014,32,4,2,0,7.5,1761
2015,10,0,1,1,1.3,2208
2015,6,4,2,3,10.5,396
2015,18,1,2,1,0.001,80
2014,5,4,2,1,5.9,3841
2014,32,2,2,1,0.001,42
2015,11,0,2,5,3.3,30573
2014,9,0,2,2,4.9,1663
2014,34,2,2,2,1.1,2673
2015,32,0,1,4,3.9,1525
2015,31,4,0,5,4.2,10325
2015,42,5,2,0,12.1,158
2015,28,4,2,0,4.9,1706
2015,27,4,1,5,4.2,889
2015,40,3,2,5,1.5,1597
2015,10,0,1,5,2.7,58205
2014,33,0,2,5,2.4,64832
2014,33,2,0,3,1.2,9045
2015,0,1,0,1,0.5,31432
2015,12,0,0,3,1.4,1207
2015,12,5,1,0,12.1,165
2014,3,3,1,2,3.5,395
2015,28,5,0,5,14.7,563
2015,22,4,2,0,4.8,5856
2015,42,2,0,0,1,2203
2014,6,4,1,0,4.6,3513
2014,1,4,2,5,6.8,3774
2014,15,3,1,3,5.4,346
2015,14,2,0,2,1.5,3815
2014,28,2,1,0,0.9,2428
2014,25,0,1,5,3.8,8250
2014,17,3,0,2,6.3,389
2014,31,4,1,3,6.5,384
2014,23,0,0,2,3.6,9661
2015,39,0,2,5,2.5,55370
2015,38,1,1,2,0.001,70
2015,10,3,2,1,1,1013
2015,19,3,2,0,3.4,7734
2014,44,0,0,1,1.2,10130
2015,3,0,1,3,2.2,8639
2014,15,1,0,5,0.9,11290
2015,36,3,0,5,2.5,35196
2015,1,2,2,2,2,1572
2014,16,0,0,5,1.9,29119
2015,43,0,0,1,2.2,925
2014,0,1,1,1,0.5,15776
2015,39,3,0,1,3,912
2014,44,2,0,5,1.2,30666
2014,25,0,0,6,3.2,342
2015,3,0,2,0,2.6,34041
2014,23,3,1,2,5.3,1541
2014,49,5,2,0,27.5,352
2014,7,5,1,5,11.4,336
2014,10,1,1,0,0.7,17824
2014,41,4,0,2,8.8,1672
2014,47,0,1,0,2,40435
2015,11,1,0,0,0.8,21452
2014,28,1,2,1,0.001,39
2014,29,3,1,5,3.1,2800
2014,23,0,2,5,2.4,40618
2015,30,0,1,5,1.9,5957
2015,15,3,0,2,3.8,1597
2015,44,4,2,0,7,20040
2015,17,1,2,0,0.8,3059
2014,18,4,1,2,16,129
2015,36,0,0,0,2.5,118123
2015,17,0,2,6,3.7,370
2014,24,0,1,6,3.3,470
2015,44,5,0,1,15.4,70
2014,33,4,0,2,7.8,3050
2015,6,2,0,3,1.5,2911
2014,34,0,2,3,1.7,3108
2014,22,0,0,2,2.7,3814
2015,44,5,1,3,26.8,275
2015,40,4,2,0,4.3,961
2014,4,2,0,6,0.001,153
2015,13,2,0,5,1.6,3321
2014,14,1,0,0,0.7,26840
2015,21,3,1,5,1.8,6133
2014,30,1,2,6,0.001,52
2014,26,5,1,0,16.6,516
2014,15,4,2,2,8.9,339
2014,38,4,2,5,5.6,3286
2015,3,4,0,5,4.5,9571
2014,45,2,2,0,1.3,4231
2014,20,3,0,0,3.2,4935
2014,21,1,0,5,0.9,6331
2014,12,1,0,5,0.001,385
2014,46,0,1,0,2.6,3126
2015,22,3,2,5,1.7,10046
2015,14,1,2,0,0.7,13094
2015,13,2,2,6,0.001,38
2014,6,0,0,2,3.1,1640
2015,44,1,0,6,0.6,1876
2015,38,2,1,0,1.1,5429
2014,5,4,0,2,8.3,2464
2015,23,4,0,0,4.8,16945
2015,29,0,2,3,3.8,3243
2015,16,3,1,5,1.7,4987
2015,44,1,1,2,0.5,2972
2015,5,4,1,1,4.5,3218
2014,31,3,2,5,1.6,10878
2014,37,0,0,4,5,3627
2015,20,5,1,5,12.5,133
2015,43,1,1,5,0.8,5000
2015,10,0,2,3,2.3,20772
2015,26,3,1,2,4.1,839
2014,26,1,2,1,0.001,77
2014,12,2,0,0,0.8,3915
2015,14,0,1,0,1.9,62042
2014,41,0,2,5,3,16704
2015,32,5,2,5,26.6,170
2014,49,0,1,5,4.1,8138
2015,13,4,2,5,4.3,1211
2014,14,3,0,1,1.5,1824
2015,31,0,0,0,1.9,87815
2015,19,1,0,5,0.8,5073
2015,22,5,1,5,13.7,578
2014,33,5,0,0,17.1,5131
2015,17,0,2,5,2.5,12117
2015,31,5,1,2,30.9,48
2015,6,5,2,0,17.5,633
2014,20,5,0,5,19.1,340
2015,21,2,2,2,0.8,2171
2014,43,2,0,5,1.5,12498
2014,43,0,0,3,1.4,2427
2015,1,1,1,6,0.001,161
2014,51,3,1,5,1.7,834
2014,48,3,2,1,2.7,989
2015,26,0,1,3,1.8,959
2015,34,1,1,1,0.001,286
2014,37,0,2,3,2.4,1358
2015,11,2,0,5,1.3,14521
2015,23,0,0,2,4,9471
2014,31,1,0,2,0.9,2209
2014,23,4,0,2,9.5,1345
2015,28,2,0,0,1,4812
2015,11,0,2,1,0.7,1822
2014,47,1,0,5,0.5,10628
2015,36,2,1,2,1.9,1535
2014,39,2,2,3,1.9,904
2014,39,2,0,0,1.3,32452
2014,10,1,2,5,0.5,8323
2014,0,2,2,2,1.4,47249
2014,4,2,0,0,1.8,7407
2015,0,3,2,1,1.3,29608
2015,34,0,2,3,2.1,3154
2014,20,4,0,0,3.4,2601
2014,10,0,2,3,2.5,19966
2014,41,2,0,1,0.001,202
2014,5,3,2,6,2.9,1485
2014,12,0,0,6,1.4,4370
2014,4,1,1,5,1.5,2163
2015,1,0,2,5,3.2,17312
2015,5,4,2,6,8.1,433
2014,3,2,0,5,1,8611
2014,25,5,1,5,23.2,179
2014,0,3,1,5,2.5,375948
2014,6,1,0,3,1.1,2957
2015,15,2,0,0,1.4,17344
2014,25,0,2,2,3.3,5769
2014,33,2,2,0,1.1,27328
2014,37,3,2,2,6.3,315
2014,37,3,1,5,4.1,4320
2014,10,2,2,0,1.1,22902
2015,6,0,0,3,2.3,8894
2015,14,5,0,0,15.9,3094
2014,2,1,1,6,0.001,116
2014,0,4,2,3,8.5,18034
2014,18,4,0,0,7.6,7139
2014,14,3,2,5,2,16527
2014,44,4,1,3,12.1,2909
2014,37,4,1,5,8,2209
2015,34,5,1,0,13.3,703
2014,3,4,1,3,9.6,583
2015,23,4,2,4,0.001,39
2015,9,4,0,2,8,455
2014,40,0,1,5,2,4048
2015,20,0,1,5,2.4,6057
2014,30,3,2,1,0.001,52
2015,25,3,2,0,4.4,5192
2014,3,1,1,3,1.1,2720
2014,18,5,0,5,18.9,976
2015,6,0,2,0,2.1,26900
2014,31,0,1,0,1.9,42606
2014,0,5,2,3,21.4,2511
2014,32,0,1,5,3.1,3632
2014,19,5,2,0,18.5,617
2014,44,1,1,2,0.7,2988
2015,25,4,2,0,7.5,2834
2014,19,3,1,2,6,1848
2014,26,3,0,6,7.2,306
2015,13,5,1,0,16,115
2014,44,0,1,6,1.3,2256
2015,39,4,0,2,9.6,1140
2014,39,3,0,5,2.1,40148
2014,24,2,2,5,0.5,5354
2015,7,3,2,5,1.7,5289
2014,11,2,2,5,1.4,7238
2015,31,3,1,2,2.3,1505
2015,14,4,2,1,4.8,327
2015,36,5,0,5,16.5,2951
2015,30,2,0,5,1.3,2691
2015,1,4,0,2,7.9,1590
2015,37,5,2,5,18,434
2015,19,0,0,2,3.3,12527
2014,5,0,1,1,1.4,25552
2015,33,3,1,3,2.9,3667
2014,28,3,2,1,0.001,44
2015,14,2,2,5,0.7,10832
2015,29,3,2,5,3.5,2763
2015,10,0,0,4,5,433
2015,25,5,1,0,13.8,181
2014,27,5,1,0,21.4,101
2014,23,1,2,0,0.5,9628
2014,29,3,2,3,4.2,818
2015,37,3,2,5,3.8,4482
2015,41,2,1,2,2,1481
2015,22,2,1,3,1.4,1201
2015,18,4,2,5,7.6,3824
2014,6,5,2,5,16.2,596
2014,33,1,2,5,0.5,11057
2014,28,3,1,5,2,2873
2014,29,0,1,2,4.3,964
2014,5,1,2,0,0.7,39838
2015,5,2,2,0,0.9,53116
2015,38,0,2,0,2.7,20298
2015,31,1,2,5,0.3,4957
2015,15,1,1,5,0.9,5584
2015,16,2,1,0,0.9,4062
2015,44,4,0,0,6.9,36706
2014,48,0,1,3,2,3371
2015,18,2,1,0,1.7,5795
2015,6,1,1,5,0.4,3809
2014,35,0,1,0,2.1,3887
2014,37,5,1,0,18.7,249
2014,41,5,0,2,17.4,184
2015,39,4,2,5,4.2,10933
2015,40,2,2,1,0.001,74
2014,10,0,0,2,2.8,25760
2014,17,1,1,0,0.5,3366
